,COU,Country,IND,Indicator,SEX,TIME,Time,Value
1037,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,8.0
1038,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,8.0
1039,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,8.0
1040,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,14.0
1041,CHE,Switzerland,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,14.0
1042,CHE,Switzerland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
1043,CHE,Switzerland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
1044,CHE,Switzerland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,0.0
1045,CHE,Switzerland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,0.0
1046,CHE,Switzerland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,0.0
1047,CHE,Switzerland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,0.0
1048,CHE,Switzerland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,0.0
1049,CHE,Switzerland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,0.0
1050,CHE,Switzerland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,0.0
1051,CHE,Switzerland,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,0.0
1052,CHE,Switzerland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,0.0
1053,CHE,Switzerland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,0.0
1054,CHE,Switzerland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,0.0
1055,CHE,Switzerland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,0.0
1056,CHE,Switzerland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,0.0
1057,CHE,Switzerland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,0.0
1058,CHE,Switzerland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,0.0
1059,CHE,Switzerland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,8.0
1060,CHE,Switzerland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,14.0
1061,CHE,Switzerland,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,14.0
1062,CHE,Switzerland,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
1063,CHE,Switzerland,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
1064,CHE,Switzerland,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
1065,CHE,Switzerland,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
1066,CHE,Switzerland,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
1067,CHE,Switzerland,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
1068,CHE,Switzerland,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.0
1069,CHE,Switzerland,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,0.0
1070,CHE,Switzerland,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,0.0
1071,CHE,Switzerland,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,0.0
1072,TUR,Türkiye,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,12.0
1073,TUR,Türkiye,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,12.0
1074,TUR,Türkiye,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,12.0
1075,TUR,Türkiye,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,12.0
1076,TUR,Türkiye,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,12.0
1077,TUR,Türkiye,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,12.0
1078,TUR,Türkiye,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,12.0
1079,TUR,Türkiye,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,16.0
1080,TUR,Türkiye,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,16.0
1081,TUR,Türkiye,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,16.0
1082,TUR,Türkiye,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
1083,TUR,Türkiye,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
1084,TUR,Türkiye,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,0.0
1085,TUR,Türkiye,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,26.0
1086,TUR,Türkiye,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,26.0
1087,TUR,Türkiye,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,26.0
1088,TUR,Türkiye,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,26.0
1089,TUR,Türkiye,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,26.0
1090,TUR,Türkiye,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,26.0
1091,TUR,Türkiye,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,26.0
1092,TUR,Türkiye,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,12.0
1093,TUR,Türkiye,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,12.0
1094,TUR,Türkiye,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,12.0
1095,TUR,Türkiye,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,12.0
1096,TUR,Türkiye,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,12.0
1097,TUR,Türkiye,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,12.0
1098,TUR,Türkiye,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,12.0
1099,TUR,Türkiye,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,16.0
1100,TUR,Türkiye,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,16.0
1101,TUR,Türkiye,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,16.0
1102,TUR,Türkiye,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
1103,TUR,Türkiye,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
1104,TUR,Türkiye,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
1105,TUR,Türkiye,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
1106,TUR,Türkiye,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
1107,TUR,Türkiye,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
1108,TUR,Türkiye,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.0
1109,TUR,Türkiye,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,0.0
1110,TUR,Türkiye,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,0.0
1111,TUR,Türkiye,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,0.0
1112,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,18.0
1113,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,18.0
1114,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,40.0
1115,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,40.0
1116,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,40.0
1117,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,40.0
1118,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,40.0
1119,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,52.0
1120,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,52.0
1121,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,52.0
1122,GBR,United Kingdom,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
1123,GBR,United Kingdom,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
1124,GBR,United Kingdom,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,0.0
1125,GBR,United Kingdom,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,0.0
1126,GBR,United Kingdom,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,0.0
1127,GBR,United Kingdom,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,0.0
1128,GBR,United Kingdom,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,13.0
1129,GBR,United Kingdom,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,13.0
1130,GBR,United Kingdom,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,13.0
1131,GBR,United Kingdom,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,13.0
1132,GBR,United Kingdom,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,18.0
1133,GBR,United Kingdom,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,18.0
1134,GBR,United Kingdom,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,18.0
1135,GBR,United Kingdom,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,18.0
1136,GBR,United Kingdom,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,18.0
1137,GBR,United Kingdom,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,18.0
1138,GBR,United Kingdom,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,18.0
1139,GBR,United Kingdom,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,26.0
1140,GBR,United Kingdom,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,39.0
1141,GBR,United Kingdom,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,39.0
1142,GBR,United Kingdom,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
1143,GBR,United Kingdom,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
1144,GBR,United Kingdom,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
1145,GBR,United Kingdom,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
1146,GBR,United Kingdom,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
1147,GBR,United Kingdom,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
1148,GBR,United Kingdom,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.0
1149,GBR,United Kingdom,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,2.0
1150,GBR,United Kingdom,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,2.0
1151,GBR,United Kingdom,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,2.0
1152,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,1970,1970,0.0
1153,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,0.0
1154,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,1980,1980,0.0
1155,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,1985,1985,0.0
1156,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,1990,1990,0.0
1157,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,0.0
1158,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,0.0
1159,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,2005,2005,0.0
1160,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,2010,2010,0.0
1161,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,2011,2011,0.0
1162,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1970,1970,0.0
1163,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,0.0
1164,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,0.0
1165,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1985,1985,0.0
1166,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1990,1990,0.0
1167,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1995,1995,12.0
1168,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,12.0
1169,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2005,2005,12.0
1170,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2010,2010,12.0
1171,USA,United States,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2011,2011,12.0
1172,USA,United States,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,0.0
1173,USA,United States,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1975,1975,0.0
1174,USA,United States,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1980,1980,0.0
1175,USA,United States,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1985,1985,0.0
1176,USA,United States,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,0.0
1177,USA,United States,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1995,1995,0.0
1178,USA,United States,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2000,2000,0.0
1179,USA,United States,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2005,2005,0.0
1180,USA,United States,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,0.0
1181,USA,United States,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2011,2011,0.0
1182,USA,United States,EMP18_PAT,Length of paid father-specific leave,MEN,1970,1970,0.0
1183,USA,United States,EMP18_PAT,Length of paid father-specific leave,MEN,1975,1975,0.0
1184,USA,United States,EMP18_PAT,Length of paid father-specific leave,MEN,1980,1980,0.0
1185,USA,United States,EMP18_PAT,Length of paid father-specific leave,MEN,1985,1985,0.0
1186,USA,United States,EMP18_PAT,Length of paid father-specific leave,MEN,1990,1990,0.0
1187,USA,United States,EMP18_PAT,Length of paid father-specific leave,MEN,1995,1995,0.0
1188,USA,United States,EMP18_PAT,Length of paid father-specific leave,MEN,2000,2000,0.0
1189,USA,United States,EMP18_PAT,Length of paid father-specific leave,MEN,2005,2005,0.0
1190,USA,United States,EMP18_PAT,Length of paid father-specific leave,MEN,2010,2010,0.0
1191,USA,United States,EMP18_PAT,Length of paid father-specific leave,MEN,2011,2011,0.0
1192,SWE,Sweden,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2013,2013,60.0
1193,CAN,Canada,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2013,2013,52.0
1194,GBR,United Kingdom,EMP18_MAT,Length of maternity leave,WOMEN,2013,2013,52.0
1195,LUX,Luxembourg,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2013,2013,42.0
1196,EST,Estonia,EMP18_MAT,Length of maternity leave,WOMEN,2012,2012,20.0
1197,LUX,Luxembourg,EMP18_MAT,Length of maternity leave,WOMEN,2012,2012,16.0
1198,BEL,Belgium,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2012,2012,17.3
1199,ISR,Israel,EMP18_MAT,Length of maternity leave,WOMEN,1975,1975,12.0
1200,CHL,Chile,EMP18_MAT,Length of maternity leave,WOMEN,2000,2000,18.0
1201,ISR,Israel,EMP18_MAT,Length of maternity leave,WOMEN,1995,1995,12.0
1202,USA,United States,EMP18_MAT,Length of maternity leave,WOMEN,2012,2012,0.0
1203,KOR,Korea,EMP18_MAT,Length of maternity leave,WOMEN,2012,2012,12.9
1204,NOR,Norway,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2012,2012,134.7
1205,POL,Poland,EMP18_MAT,Length of maternity leave,WOMEN,2013,2013,26.0
1206,CHL,Chile,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2000,2000,0.0
1207,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2013,2013,160.0
1208,ISR,Israel,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1975,1975,52.0
1209,ISR,Israel,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1990,1990,12.0
1210,CHL,Chile,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,1980,1980,0.0
1211,HUN,Hungary,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,162.0
1212,KOR,Korea,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2012,2012,52.0
1213,AUT,Austria,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2012,2012,87.3
1214,AUS,Australia,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2013,2013,18.0
1215,EST,Estonia,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,2010,2010,166.0
1216,ESP,Spain,EMP18_PAR,Length of parental leave with job protection available to mothers,WOMEN,2012,2012,150.0
1217,BEL,Belgium,EMP18_MAT,Length of maternity leave,WOMEN,2012,2012,15.0
1218,ISR,Israel,EMP18_PAID,"Total length of paid maternity, parental and home care leave",WOMEN,1970,1970,12.0
1219,GRC,Greece,EMP18_MAT,Length of maternity leave,WOMEN,2012,2012,43.0
